ordo,ordo_date
Ordonnance n° 2019-740 du 17 juillet 2019 relative aux sanctions civiles applicables en cas de défaut ou d'erreur du taux effectif globalVigueur,Ordonnance n° 2019-740 du 17 juillet 2019 relative aux sanctions civiles applicables en cas de défaut ou d'erreur du taux effectif globalVigueur
"Ordonnance n° 2019-741 du 17 juillet 2019 portant extension en Nouvelle-Calédonie, en Polynésie française et dans les îles Wallis et Futuna de diverses dispositions du code monétaire et financier issues de la loi n° 2019-486 du 22 mai 2019 relative à la croissance et à la transformation des entreprisesVigueur","Ordonnance n° 2019-741 du 17 juillet 2019 portant extension en Nouvelle-Calédonie, en Polynésie française et dans les îles Wallis et Futuna de diverses dispositions du code monétaire et financier issues de la loi n° 2019-486 du 22 mai 2019 relative à la croissance et à la transformation des entreprisesVigueur"
Ordonnance n° 2019-75 du 6 février 2019 relative aux mesures de préparation au retrait du Royaume-Uni de l'Union européenne en matière de services financiersVigueur,Ordonnance n° 2019-75 du 6 février 2019 relative aux mesures de préparation au retrait du Royaume-Uni de l'Union européenne en matière de services financiersVigueur
"Ordonnance n° 2019-76 du 6 février 2019 portant diverses mesures relatives à l'entrée, au séjour, aux droits sociaux et à l'activité professionnelle, applicables en cas d'absence d'accord sur le retrait du Royaume-Uni de l'Union européenneVigueur","Ordonnance n° 2019-76 du 6 février 2019 portant diverses mesures relatives à l'entrée, au séjour, aux droits sociaux et à l'activité professionnelle, applicables en cas d'absence d'accord sur le retrait du Royaume-Uni de l'Union européenneVigueur"
Ordonnance n° 2019-761 du 24 juillet 2019 relative au régulateur des redevances aéroportuairesVigueur,Ordonnance n° 2019-761 du 24 juillet 2019 relative au régulateur des redevances aéroportuairesVigueur
Ordonnance n° 2019-765 du 24 juillet 2019 relative au droit de rectification des informations concernant les bénéficiaires des prestations sociales et des minima sociaux en cas de notification d'indusVigueur,Ordonnance n° 2019-765 du 24 juillet 2019 relative au droit de rectification des informations concernant les bénéficiaires des prestations sociales et des minima sociaux en cas de notification d'indusVigueur
Ordonnance n° 2019-766 du 24 juillet 2019 portant réforme de l'épargne retraiteVigueur,Ordonnance n° 2019-766 du 24 juillet 2019 portant réforme de l'épargne retraiteVigueur
Ordonnance n° 2019-770 du 17 juillet 2019 relative à la partie législative du livre VIII du code de la construction et de l'habitationVigueur,Ordonnance n° 2019-770 du 17 juillet 2019 relative à la partie législative du livre VIII du code de la construction et de l'habitationVigueur
Ordonnance n° 2019-78 du 6 février 2019 relative à la préparation au retrait du Royaume-Uni de l'Union européenne en matière de transport routier de personnes et de marchandises et de sûreté dans le tunnel sous la MancheVigueur,Ordonnance n° 2019-78 du 6 février 2019 relative à la préparation au retrait du Royaume-Uni de l'Union européenne en matière de transport routier de personnes et de marchandises et de sûreté dans le tunnel sous la MancheVigueur
Ordonnance n° 2019-848 du 21 août 2019 portant extension du code de commerce aux îles Wallis et FutunaVigueur,Ordonnance n° 2019-848 du 21 août 2019 portant extension du code de commerce aux îles Wallis et FutunaVigueur
Ordonnance n° 2019-861 du 21 août 2019 visant à assurer la cohérence de diverses dispositions législatives avec la loi n° 2018-771 du 5 septembre 2018 pour la liberté de choisir son avenir professionnelVigueur,Ordonnance n° 2019-861 du 21 août 2019 visant à assurer la cohérence de diverses dispositions législatives avec la loi n° 2018-771 du 5 septembre 2018 pour la liberté de choisir son avenir professionnelVigueur
"Ordonnance n° 2019-893 du 28 août 2019 portant adaptation des dispositions de la loi n° 2018-771 du 5 septembre 2018 pour la liberté de choisir son avenir professionnel aux collectivités d'outre-mer régies par l'article 73 de la Constitution et à Saint-Barthélemy, Saint-Martin et Saint-Pierre-et-MiquelonVigueur","Ordonnance n° 2019-893 du 28 août 2019 portant adaptation des dispositions de la loi n° 2018-771 du 5 septembre 2018 pour la liberté de choisir son avenir professionnel aux collectivités d'outre-mer régies par l'article 73 de la Constitution et à Saint-Barthélemy, Saint-Martin et Saint-Pierre-et-MiquelonVigueur"
Ordonnance n° 2019-950 du 11 septembre 2019 portant partie législative du code de la justice pénale des mineursVigueur différée,Ordonnance n° 2019-950 du 11 septembre 2019 portant partie législative du code de la justice pénale des mineursVigueur différée
Ordonnance n° 2019-96 du 13 février 2019 relative à la préparation au retrait du Royaume-Uni de l'Union européenne en matière de sécurité ferroviaire dans le tunnel sous la MancheVigueur,Ordonnance n° 2019-96 du 13 février 2019 relative à la préparation au retrait du Royaume-Uni de l'Union européenne en matière de sécurité ferroviaire dans le tunnel sous la MancheVigueur
Ordonnance n° 2019-963 du 18 septembre 2019 relative à la lutte contre la fraude portant atteinte aux intérêts financiers de l'Union européenne au moyen du droit pénalVigueur,Ordonnance n° 2019-963 du 18 septembre 2019 relative à la lutte contre la fraude portant atteinte aux intérêts financiers de l'Union européenne au moyen du droit pénalVigueur
Ordonnance n° 2019-964 du 18 septembre 2019 prise en application de la loi n° 2019-222 du 23 mars 2019 de programmation 2018-2022 et de réforme pour la justiceVigueur,Ordonnance n° 2019-964 du 18 septembre 2019 prise en application de la loi n° 2019-222 du 23 mars 2019 de programmation 2018-2022 et de réforme pour la justiceVigueur
"Ordonnance n° 2020-1142 du 16 septembre 2020 portant création, au sein du code de commerce, d'un chapitre relatif aux sociétés dont les titres sont admis aux négociations sur un marché réglementé ou sur un système multilatéral de négociationVigueur différée","Ordonnance n° 2020-1142 du 16 septembre 2020 portant création, au sein du code de commerce, d'un chapitre relatif aux sociétés dont les titres sont admis aux négociations sur un marché réglementé ou sur un système multilatéral de négociationVigueur différée"
"Ordonnance n° 2020-1144 du 16 septembre 2020 relative à l'harmonisation et à la simplification des polices des immeubles, locaux et installationsVigueur différée","Ordonnance n° 2020-1144 du 16 septembre 2020 relative à l'harmonisation et à la simplification des polices des immeubles, locaux et installationsVigueur différée"
Ordonnance n° 2020-115 du 12 février 2020 renforçant le dispositif national de lutte contre le blanchiment de capitaux et le financement du terrorismeVigueur,Ordonnance n° 2020-115 du 12 février 2020 renforçant le dispositif national de lutte contre le blanchiment de capitaux et le financement du terrorismeVigueur
Ordonnance n° 2020-116 du 12 février 2020 portant création d'un droit d'opposition aux brevets d'inventionVigueur,Ordonnance n° 2020-116 du 12 février 2020 portant création d'un droit d'opposition aux brevets d'inventionVigueur
Ordonnance n° 2020-1162 du 23 septembre 2020 relative aux conditions de travail des jeunes travailleurs de moins de dix-huit ans à bord des navires et à l'embarquement de personnes autres que gens de mer à des fins d'observation ou de mise en situation en milieu professionnelVigueur,Ordonnance n° 2020-1162 du 23 septembre 2020 relative aux conditions de travail des jeunes travailleurs de moins de dix-huit ans à bord des navires et à l'embarquement de personnes autres que gens de mer à des fins d'observation ou de mise en situation en milieu professionnelVigueur
Ordonnance n° 2020-1255 du 14 octobre 2020 relative à l'adaptation de l'allocation et de l'indemnité d'activité partielleVigueur,Ordonnance n° 2020-1255 du 14 octobre 2020 relative à l'adaptation de l'allocation et de l'indemnité d'activité partielleVigueur
Ordonnance n° 2020-1256 du 14 octobre 2020 étendant et adaptant en Polynésie française et en Nouvelle-Calédonie les dispositions de la loi n° 2019-1461 du 27 décembre 2019 relative à l'engagement dans la vie locale et à la proximité de l'action publiqueVigueur,Ordonnance n° 2020-1256 du 14 octobre 2020 étendant et adaptant en Polynésie française et en Nouvelle-Calédonie les dispositions de la loi n° 2019-1461 du 27 décembre 2019 relative à l'engagement dans la vie locale et à la proximité de l'action publiqueVigueur
Ordonnance n° 2020-1304 du 28 octobre 2020 portant diverses mesures institutionnelles relatives à la création de la Collectivité européenne d'AlsaceVigueur différée,Ordonnance n° 2020-1304 du 28 octobre 2020 portant diverses mesures institutionnelles relatives à la création de la Collectivité européenne d'AlsaceVigueur différée
"Ordonnance n° 2020-1305 du 28 octobre 2020 complétant et précisant les règles budgétaires, financières, fiscales et comptables applicables à la Collectivité européenne d'AlsaceVigueur","Ordonnance n° 2020-1305 du 28 octobre 2020 complétant et précisant les règles budgétaires, financières, fiscales et comptables applicables à la Collectivité européenne d'AlsaceVigueur"
Ordonnance n° 2020-1342 du 4 novembre 2020 renforçant le dispositif de gel des avoirs et d'interdiction de mise à dispositionVigueur,Ordonnance n° 2020-1342 du 4 novembre 2020 renforçant le dispositif de gel des avoirs et d'interdiction de mise à dispositionVigueur
Ordonnance n° 2020-1395 du 18 novembre 2020 dispensant d'obligation de compatibilité avec les schémas régionaux des carrières les décisions d'exploitation de carrières justifiées par les besoins de la restauration de la cathédrale Notre-Dame de ParisVigueur,Ordonnance n° 2020-1395 du 18 novembre 2020 dispensant d'obligation de compatibilité avec les schémas régionaux des carrières les décisions d'exploitation de carrières justifiées par les besoins de la restauration de la cathédrale Notre-Dame de ParisVigueur
Ordonnance n° 2020-1400 du 18 novembre 2020 portant adaptation des règles applicables aux juridictions de l'ordre judiciaire statuant en matière non pénale et aux copropriétésVigueur,Ordonnance n° 2020-1400 du 18 novembre 2020 portant adaptation des règles applicables aux juridictions de l'ordre judiciaire statuant en matière non pénale et aux copropriétésVigueur
Ordonnance n° 2020-1401 du 18 novembre 2020 portant adaptation des règles applicables aux juridictions de l'ordre judiciaire statuant en matière pénaleVigueur,Ordonnance n° 2020-1401 du 18 novembre 2020 portant adaptation des règles applicables aux juridictions de l'ordre judiciaire statuant en matière pénaleVigueur
Ordonnance n° 2020-1402 du 18 novembre 2020 portant adaptation des règles applicables aux juridictions de l'ordre administratifVigueur,Ordonnance n° 2020-1402 du 18 novembre 2020 portant adaptation des règles applicables aux juridictions de l'ordre administratifVigueur
Ordonnance n° 2020-1407 du 18 novembre 2020 relative aux missions des agences régionales de santéVigueur,Ordonnance n° 2020-1407 du 18 novembre 2020 relative aux missions des agences régionales de santéVigueur
Ordonnance n° 2020-1408 du 18 novembre 2020 portant mise en œuvre de la prescription électroniqueVigueur,Ordonnance n° 2020-1408 du 18 novembre 2020 portant mise en œuvre de la prescription électroniqueVigueur
Ordonnance n° 2020-1441 du 25 novembre 2020 portant adaptation des règles relatives aux réunions des instances représentatives du personnelVigueur,Ordonnance n° 2020-1441 du 25 novembre 2020 portant adaptation des règles relatives aux réunions des instances représentatives du personnelVigueur
Ordonnance n° 2020-1441 du 25 novembre 2020 portant adaptation des règles relatives aux réunions des instances représentatives du personnelVigueur,Ordonnance n° 2020-1441 du 25 novembre 2020 portant adaptation des règles relatives aux réunions des instances représentatives du personnelVigueur
Ordonnance n° 2020-1442 du 25 novembre 2020 rétablissant des mesures d'urgence en matière de revenus de remplacement mentionnés à l'article L. 5421-2 du code du travailVigueur,Ordonnance n° 2020-1442 du 25 novembre 2020 rétablissant des mesures d'urgence en matière de revenus de remplacement mentionnés à l'article L. 5421-2 du code du travailVigueur
Ordonnance n° 2020-1442 du 25 novembre 2020 rétablissant des mesures d'urgence en matière de revenus de remplacement mentionnés à l'article L. 5421-2 du code du travailVigueur,Ordonnance n° 2020-1442 du 25 novembre 2020 rétablissant des mesures d'urgence en matière de revenus de remplacement mentionnés à l'article L. 5421-2 du code du travailVigueur
Ordonnance n° 2020-1443 du 25 novembre 2020 portant adaptation des règles relatives aux difficultés des entreprises aux conséquences de l'épidémie de covid-19Vigueur,Ordonnance n° 2020-1443 du 25 novembre 2020 portant adaptation des règles relatives aux difficultés des entreprises aux conséquences de l'épidémie de covid-19Vigueur
Ordonnance n° 2020-1443 du 25 novembre 2020 portant adaptation des règles relatives aux difficultés des entreprises aux conséquences de l'épidémie de covid-19Vigueur,Ordonnance n° 2020-1443 du 25 novembre 2020 portant adaptation des règles relatives aux difficultés des entreprises aux conséquences de l'épidémie de covid-19Vigueur
Ordonnance n° 2020-1447 du 25 novembre 2020 portant diverses mesures en matière de santé et de famille dans la fonction publiqueVigueur,Ordonnance n° 2020-1447 du 25 novembre 2020 portant diverses mesures en matière de santé et de famille dans la fonction publiqueVigueur
Ordonnance n° 2020-1447 du 25 novembre 2020 portant diverses mesures en matière de santé et de famille dans la fonction publiqueVigueur,Ordonnance n° 2020-1447 du 25 novembre 2020 portant diverses mesures en matière de santé et de famille dans la fonction publiqueVigueur
Ordonnance n° 2020-1496 du 2 décembre 2020 relative à la centralisation des disponibilités de certains organismes au TrésorVigueur différée,Ordonnance n° 2020-1496 du 2 décembre 2020 relative à la centralisation des disponibilités de certains organismes au TrésorVigueur différée
Ordonnance n° 2020-1497 du 2 décembre 2020 portant prorogation et modification de l'ordonnance n° 2020-321 du 25 mars 2020 portant adaptation des règles de réunion et de délibération des assemblées et organes dirigeants des personnes morales et entités dépourvues de personnalité morale de droit privé en raison de l'épidémie de covid-19Vigueur,Ordonnance n° 2020-1497 du 2 décembre 2020 portant prorogation et modification de l'ordonnance n° 2020-321 du 25 mars 2020 portant adaptation des règles de réunion et de délibération des assemblées et organes dirigeants des personnes morales et entités dépourvues de personnalité morale de droit privé en raison de l'épidémie de covid-19Vigueur
Ordonnance n° 2020-1501 du 2 décembre 2020 modifiant l'ordonnance n° 2020-387 du 1er avril 2020 portant mesures d'urgence en matière de formation professionnelle et la loi n° 2018-771 du 5 septembre 2018 pour la liberté de choisir son avenir professionnelVigueur,Ordonnance n° 2020-1501 du 2 décembre 2020 modifiant l'ordonnance n° 2020-387 du 1er avril 2020 portant mesures d'urgence en matière de formation professionnelle et la loi n° 2018-771 du 5 septembre 2018 pour la liberté de choisir son avenir professionnelVigueur
Ordonnance n° 2020-1502 du 2 décembre 2020 adaptant les conditions d'exercice des missions des services de santé au travail à l'urgence sanitaireVigueur,Ordonnance n° 2020-1502 du 2 décembre 2020 adaptant les conditions d'exercice des missions des services de santé au travail à l'urgence sanitaireVigueur
Ordonnance n° 2020-1504 du 2 décembre 2020 prorogeant et adaptant les conditions de gestion des programmes européens de la politique de cohésion et des affaires maritimes et de la pêcheVigueur,Ordonnance n° 2020-1504 du 2 décembre 2020 prorogeant et adaptant les conditions de gestion des programmes européens de la politique de cohésion et des affaires maritimes et de la pêcheVigueur
Ordonnance n° 2020-1507 du 2 décembre 2020 adaptant le droit applicable au fonctionnement des établissements publics et des instances collégiales administratives pendant l'état d'urgence sanitaireVigueur,Ordonnance n° 2020-1507 du 2 décembre 2020 adaptant le droit applicable au fonctionnement des établissements publics et des instances collégiales administratives pendant l'état d'urgence sanitaireVigueur
Ordonnance n° 2020-1544 du 9 décembre 2020 renforçant le cadre de la lutte contre le blanchiment de capitaux et le financement du terrorisme applicable aux actifs numériquesVigueur,Ordonnance n° 2020-1544 du 9 décembre 2020 renforçant le cadre de la lutte contre le blanchiment de capitaux et le financement du terrorisme applicable aux actifs numériquesVigueur
"Ordonnance n° 2020-1553 du 9 décembre 2020 prolongeant, rétablissant ou adaptant diverses dispositions sociales pour faire face à l'épidémie de covid-19Vigueur","Ordonnance n° 2020-1553 du 9 décembre 2020 prolongeant, rétablissant ou adaptant diverses dispositions sociales pour faire face à l'épidémie de covid-19Vigueur"
Ordonnance n° 2020-1590 du 16 décembre 2020 permettant la poursuite de la fourniture à destination du Royaume-Uni de produits liés à la défense et de matériels spatiauxVigueur,Ordonnance n° 2020-1590 du 16 décembre 2020 permettant la poursuite de la fourniture à destination du Royaume-Uni de produits liés à la défense et de matériels spatiauxVigueur
"Ordonnance n° 2020-1595 du 16 décembre 2020 tirant les conséquences du retrait du Royaume-Uni de l'Union européenne en matière d'assurances, de placements collectifs et de plans d'épargne en actionsVigueur différée","Ordonnance n° 2020-1595 du 16 décembre 2020 tirant les conséquences du retrait du Royaume-Uni de l'Union européenne en matière d'assurances, de placements collectifs et de plans d'épargne en actionsVigueur différée"
Ordonnance n° 2020-1596 du 16 décembre 2020 portant diverses mesures relatives aux sociétés établies en France dont tout ou partie du capital social ou des droits de vote est détenu par des personnes établies au Royaume-UniVigueur différée,Ordonnance n° 2020-1596 du 16 décembre 2020 portant diverses mesures relatives aux sociétés établies en France dont tout ou partie du capital social ou des droits de vote est détenu par des personnes établies au Royaume-UniVigueur différée
"Ordonnance n° 2020-1597 du 16 décembre 2020 portant mesures d'urgence en matière de congés payés et de jours de repos, de renouvellement de certains contrats et de prêt de main-d'œuvreVigueur","Ordonnance n° 2020-1597 du 16 décembre 2020 portant mesures d'urgence en matière de congés payés et de jours de repos, de renouvellement de certains contrats et de prêt de main-d'œuvreVigueur"
"Ordonnance n° 2020-1599 du 16 décembre 2020 relative aux aides exceptionnelles à destination des auteurs et titulaires de droits voisins touchés par les conséquences économiques, financières et sociales de la propagation du virus covid-19 et aux conditions financières de résolution de certains contrats dans les secteurs de la culture et du sportVigueur","Ordonnance n° 2020-1599 du 16 décembre 2020 relative aux aides exceptionnelles à destination des auteurs et titulaires de droits voisins touchés par les conséquences économiques, financières et sociales de la propagation du virus covid-19 et aux conditions financières de résolution de certains contrats dans les secteurs de la culture et du sportVigueur"
Ordonnance n° 2020-1602 du 16 décembre 2020 relative au régulateur des redevances aéroportuairesVigueur,Ordonnance n° 2020-1602 du 16 décembre 2020 relative au régulateur des redevances aéroportuairesVigueur
Ordonnance n° 2020-161 du 26 février 2020 relative au règlement transactionnel par le président de la Commission de régulation de l'énergie du remboursement de la contribution au service public de l'électricitéVigueur,Ordonnance n° 2020-161 du 26 février 2020 relative au règlement transactionnel par le président de la Commission de régulation de l'énergie du remboursement de la contribution au service public de l'électricitéVigueur
Ordonnance n° 2020-1635 du 21 décembre 2020 portant diverses dispositions d'adaptation de la législation au droit de l'Union européenne en matière financièreVigueur,Ordonnance n° 2020-1635 du 21 décembre 2020 portant diverses dispositions d'adaptation de la législation au droit de l'Union européenne en matière financièreVigueur
Ordonnance n° 2020-1636 du 21 décembre 2020 relative au régime de résolution dans le secteur bancaireVigueur,Ordonnance n° 2020-1636 du 21 décembre 2020 relative au régime de résolution dans le secteur bancaireVigueur
Ordonnance n° 2020-1639 du 21 décembre 2020 portant mesures d'urgence en matière d'activité partielleVigueur,Ordonnance n° 2020-1639 du 21 décembre 2020 portant mesures d'urgence en matière d'activité partielleVigueur
"Ordonnance n° 2020-1642 du 21 décembre 2020 portant transposition de la directive (UE) 2018/1808 du Parlement européen et du Conseil du 14 novembre 2018 modifiant la directive 2010/13/UE visant à la coordination de certaines dispositions législatives, réglementaires et administratives des Etats membres relatives à la fourniture de services de médias audiovisuels, compte tenu de l'évolution des réalités du marché, et modifiant la loi du 30 septembre 1986 relative à la liberté de communication, le code du cinéma et de l'image animée, ainsi que les délais relatifs à l'exploitation des œuvres cinématographiquesVigueur","Ordonnance n° 2020-1642 du 21 décembre 2020 portant transposition de la directive (UE) 2018/1808 du Parlement européen et du Conseil du 14 novembre 2018 modifiant la directive 2010/13/UE visant à la coordination de certaines dispositions législatives, réglementaires et administratives des Etats membres relatives à la fourniture de services de médias audiovisuels, compte tenu de l'évolution des réalités du marché, et modifiant la loi du 30 septembre 1986 relative à la liberté de communication, le code du cinéma et de l'image animée, ainsi que les délais relatifs à l'exploitation des œuvres cinématographiquesVigueur"
Ordonnance n° 2020-1694 du 24 décembre 2020 relative à l'organisation des examens et concours pendant la crise sanitaire née de l'épidémie de covid-19Vigueur,Ordonnance n° 2020-1694 du 24 décembre 2020 relative à l'organisation des examens et concours pendant la crise sanitaire née de l'épidémie de covid-19Vigueur
Ordonnance n° 2020-1733 du 16 décembre 2020 portant partie législative du code de l'entrée et du séjour des étrangers et du droit d'asileVigueur,Ordonnance n° 2020-1733 du 16 décembre 2020 portant partie législative du code de l'entrée et du séjour des étrangers et du droit d'asileVigueur
Ordonnance n° 2020-192 du 4 mars 2020 portant réforme des modalités de délivrance de la légalisation et de l'apostilleVigueur,Ordonnance n° 2020-192 du 4 mars 2020 portant réforme des modalités de délivrance de la légalisation et de l'apostilleVigueur
"Ordonnance n° 2020-232 du 11 mars 2020 relative au régime des décisions prises en matière de santé, de prise en charge ou d'accompagnement social ou médico-social à l'égard des personnes majeures faisant l'objet d'une mesure de protection juridiqueVigueur","Ordonnance n° 2020-232 du 11 mars 2020 relative au régime des décisions prises en matière de santé, de prise en charge ou d'accompagnement social ou médico-social à l'égard des personnes majeures faisant l'objet d'une mesure de protection juridiqueVigueur"
Ordonnance n° 2020-234 du 11 mars 2020 modifiant le champ d'application du permis d'armement et du régime des fouilles de sûreté des naviresVigueur,Ordonnance n° 2020-234 du 11 mars 2020 modifiant le champ d'application du permis d'armement et du régime des fouilles de sûreté des naviresVigueur
Ordonnance n° 2020-303 du 25 mars 2020 portant adaptation de règles de procédure pénale sur le fondement de la loi n° 2020-290 du 23 mars 2020 d'urgence pour faire face à l'épidémie de covid-19Vigueur,Ordonnance n° 2020-303 du 25 mars 2020 portant adaptation de règles de procédure pénale sur le fondement de la loi n° 2020-290 du 23 mars 2020 d'urgence pour faire face à l'épidémie de covid-19Vigueur
Ordonnance n° 2020-304 du 25 mars 2020 portant adaptation des règles applicables aux juridictions de l'ordre judiciaire statuant en matière non pénale et aux contrats de syndic de copropriétéVigueur,Ordonnance n° 2020-304 du 25 mars 2020 portant adaptation des règles applicables aux juridictions de l'ordre judiciaire statuant en matière non pénale et aux contrats de syndic de copropriétéVigueur
Ordonnance n° 2020-305 du 25 mars 2020 portant adaptation des règles applicables devant les juridictions de l'ordre administratifVigueur,Ordonnance n° 2020-305 du 25 mars 2020 portant adaptation des règles applicables devant les juridictions de l'ordre administratifVigueur
Ordonnance n° 2020-306 du 25 mars 2020 relative à la prorogation des délais échus pendant la période d'urgence sanitaire et à l'adaptation des procédures pendant cette même périodeVigueur,Ordonnance n° 2020-306 du 25 mars 2020 relative à la prorogation des délais échus pendant la période d'urgence sanitaire et à l'adaptation des procédures pendant cette même périodeVigueur
Ordonnance n° 2020-307 du 25 mars 2020 relative à la prorogation des mandats des conseillers consulaires et des délégués consulaires et aux modalités d'organisation du scrutinVigueur,Ordonnance n° 2020-307 du 25 mars 2020 relative à la prorogation des mandats des conseillers consulaires et des délégués consulaires et aux modalités d'organisation du scrutinVigueur
Ordonnance n° 2020-309 du 25 mars 2020 relative à la garantie de financement des établissements de santé et aux régimes complémentaires obligatoires de sécurité socialeVigueur,Ordonnance n° 2020-309 du 25 mars 2020 relative à la garantie de financement des établissements de santé et aux régimes complémentaires obligatoires de sécurité socialeVigueur
Ordonnance n° 2020-310 du 25 mars 2020 portant dispositions temporaires relatives aux assistants maternels et aux disponibilités d'accueil des jeunes enfantsVigueur,Ordonnance n° 2020-310 du 25 mars 2020 portant dispositions temporaires relatives aux assistants maternels et aux disponibilités d'accueil des jeunes enfantsVigueur
"Ordonnance n° 2020-311 du 25 mars 2020 relative à l'adaptation temporaire des règles d'instruction des demandes et d'indemnisation des victimes par l'Office national d'indemnisation des victimes d'accidents médicaux, des affections iatrogènes et des infections nosocomiales et par le Fonds d'indemnisation des victimes de l'amianteVigueur","Ordonnance n° 2020-311 du 25 mars 2020 relative à l'adaptation temporaire des règles d'instruction des demandes et d'indemnisation des victimes par l'Office national d'indemnisation des victimes d'accidents médicaux, des affections iatrogènes et des infections nosocomiales et par le Fonds d'indemnisation des victimes de l'amianteVigueur"
Ordonnance n° 2020-312 du 25 mars 2020 relative à la prolongation de droits sociauxVigueur,Ordonnance n° 2020-312 du 25 mars 2020 relative à la prolongation de droits sociauxVigueur
Ordonnance n° 2020-313 du 25 mars 2020 relative aux adaptations des règles d'organisation et de fonctionnement des établissements sociaux et médico-sociauxVigueur,Ordonnance n° 2020-313 du 25 mars 2020 relative aux adaptations des règles d'organisation et de fonctionnement des établissements sociaux et médico-sociauxVigueur
Ordonnance n° 2020-315 du 25 mars 2020 relative aux conditions financières de résolution de certains contrats de voyages touristiques et de séjours en cas de circonstances exceptionnelles et inévitables ou de force majeureVigueur,Ordonnance n° 2020-315 du 25 mars 2020 relative aux conditions financières de résolution de certains contrats de voyages touristiques et de séjours en cas de circonstances exceptionnelles et inévitables ou de force majeureVigueur
"Ordonnance n° 2020-316 du 25 mars 2020 relative au paiement des loyers, des factures d'eau, de gaz et d'électricité afférents aux locaux professionnels des entreprises dont l'activité est affectée par la propagation de l'épidémie de covid-19Vigueur","Ordonnance n° 2020-316 du 25 mars 2020 relative au paiement des loyers, des factures d'eau, de gaz et d'électricité afférents aux locaux professionnels des entreprises dont l'activité est affectée par la propagation de l'épidémie de covid-19Vigueur"
"Ordonnance n° 2020-317 du 25 mars 2020 portant création d'un fonds de solidarité à destination des entreprises particulièrement touchées par les conséquences économiques, financières et sociales de la propagation de l'épidémie de covid-19 et des mesures prises pour limiter cette propagationVigueur","Ordonnance n° 2020-317 du 25 mars 2020 portant création d'un fonds de solidarité à destination des entreprises particulièrement touchées par les conséquences économiques, financières et sociales de la propagation de l'épidémie de covid-19 et des mesures prises pour limiter cette propagationVigueur"
"Ordonnance n° 2020-318 du 25 mars 2020 portant adaptation des règles relatives à l'établissement, l'arrêté, l'audit, la revue, l'approbation et la publication des comptes et des autres documents et informations que les personnes morales et entités dépourvues de personnalité morale de droit privé sont tenues de déposer ou publier dans le contexte de l'épidémie de covid-19Vigueur","Ordonnance n° 2020-318 du 25 mars 2020 portant adaptation des règles relatives à l'établissement, l'arrêté, l'audit, la revue, l'approbation et la publication des comptes et des autres documents et informations que les personnes morales et entités dépourvues de personnalité morale de droit privé sont tenues de déposer ou publier dans le contexte de l'épidémie de covid-19Vigueur"
"Ordonnance n° 2020-319 du 25 mars 2020 portant diverses mesures d'adaptation des règles de passation, de procédure ou d'exécution des contrats soumis au code de la commande publique et des contrats publics qui n'en relèvent pas pendant la crise sanitaire née de l'épidémie de covid-19Vigueur","Ordonnance n° 2020-319 du 25 mars 2020 portant diverses mesures d'adaptation des règles de passation, de procédure ou d'exécution des contrats soumis au code de la commande publique et des contrats publics qui n'en relèvent pas pendant la crise sanitaire née de l'épidémie de covid-19Vigueur"
Ordonnance n° 2020-320 du 25 mars 2020 relative à l'adaptation des délais et des procédures applicables à l'implantation ou la modification d'une installation de communications électroniques afin d'assurer le fonctionnement des services et des réseaux de communications électroniquesVigueur,Ordonnance n° 2020-320 du 25 mars 2020 relative à l'adaptation des délais et des procédures applicables à l'implantation ou la modification d'une installation de communications électroniques afin d'assurer le fonctionnement des services et des réseaux de communications électroniquesVigueur
Ordonnance n° 2020-321 du 25 mars 2020 portant adaptation des règles de réunion et de délibération des assemblées et organes dirigeants des personnes morales et entités dépourvues de personnalité morale de droit privé en raison de l'épidémie de covid-19Vigueur,Ordonnance n° 2020-321 du 25 mars 2020 portant adaptation des règles de réunion et de délibération des assemblées et organes dirigeants des personnes morales et entités dépourvues de personnalité morale de droit privé en raison de l'épidémie de covid-19Vigueur
"Ordonnance n° 2020-322 du 25 mars 2020 adaptant temporairement les conditions et modalités d'attribution de l'indemnité complémentaire prévue à l'article L. 1226-1 du code du travail et modifiant, à titre exceptionnel, les dates limites et les modalités de versement des sommes versées au titre de l'intéressement et de la participationVigueur","Ordonnance n° 2020-322 du 25 mars 2020 adaptant temporairement les conditions et modalités d'attribution de l'indemnité complémentaire prévue à l'article L. 1226-1 du code du travail et modifiant, à titre exceptionnel, les dates limites et les modalités de versement des sommes versées au titre de l'intéressement et de la participationVigueur"
"Ordonnance n° 2020-323 du 25 mars 2020 portant mesures d'urgence en matière de congés payés, de durée du travail et de jours de reposVigueur","Ordonnance n° 2020-323 du 25 mars 2020 portant mesures d'urgence en matière de congés payés, de durée du travail et de jours de reposVigueur"
Ordonnance n° 2020-324 du 25 mars 2020 portant mesures d'urgence en matière de revenus de remplacement mentionnés à l'article L. 5421 2 du code du travailVigueur,Ordonnance n° 2020-324 du 25 mars 2020 portant mesures d'urgence en matière de revenus de remplacement mentionnés à l'article L. 5421 2 du code du travailVigueur
Ordonnance n° 2020-326 du 25 mars 2020 relative à la responsabilité personnelle et pécuniaire des comptables publicsVigueur,Ordonnance n° 2020-326 du 25 mars 2020 relative à la responsabilité personnelle et pécuniaire des comptables publicsVigueur
