law,frlaw_date
"Loi no 95-858 du 28 juillet 1995 relevant de 18,60 p. 100 à 20,60 p. 100 le taux normal de la taxe sur la valeur ajoutée à compter du 1er août 1995 (1)Vigueur","Loi no 95-858 du 28 juillet 1995 relevant de 18,60 p. 100 à 20,60 p. 100 le taux normal de la taxe sur la valeur ajoutée à compter du 1er août 1995 (1)Vigueur"
Loi no 95-865 du 2 août 1995 autorisant l'approbation d'une convention sur la sûreté nucléaireVigueur,Loi no 95-865 du 2 août 1995 autorisant l'approbation d'une convention sur la sûreté nucléaireVigueur
Loi no 95-881 du 4 août 1995 instituant le contrat initiative-emploi (1)Vigueur,Loi no 95-881 du 4 août 1995 instituant le contrat initiative-emploi (1)Vigueur
Loi no 95-882 du 4 août 1995 relative à des mesures d'urgence pour l'emploi et la sécurité sociale (1)Vigueur,Loi no 95-882 du 4 août 1995 relative à des mesures d'urgence pour l'emploi et la sécurité sociale (1)Vigueur
Loi no 95-884 du 3 août 1995 portant amnistieVigueur,Loi no 95-884 du 3 août 1995 portant amnistieVigueur
Loi no 95-885 du 4 août 1995 de finances rectificative pour 1995 (1)Vigueur,Loi no 95-885 du 4 août 1995 de finances rectificative pour 1995 (1)Vigueur
Loi no 95-89 du 30 janvier 1995 autorisant la ratification du premier protocole du 19 décembre 1988 concernant l'interprétation par la Cour de justice des Communautés européennes de la convention de Rome du 19 juin 1980 sur la loi applicable aux obligations contractuelles et celle du deuxième protocole du 19 décembre 1988 attribuant à la Cour de justice des Communautés européennes certaines compétences en matière d'interprétation de la convention de Rome du 19 juin 1980Vigueur,Loi no 95-89 du 30 janvier 1995 autorisant la ratification du premier protocole du 19 décembre 1988 concernant l'interprétation par la Cour de justice des Communautés européennes de la convention de Rome du 19 juin 1980 sur la loi applicable aux obligations contractuelles et celle du deuxième protocole du 19 décembre 1988 attribuant à la Cour de justice des Communautés européennes certaines compétences en matière d'interprétation de la convention de Rome du 19 juin 1980Vigueur
"Loi no 95-90 du 30 janvier 1995 autorisant la ratification de la convention relative à l'adhésion du Royaume d'Espagne et de la République portugaise à la convention sur la loi applicable aux obligations contractuelles ouverte à la signature à Rome le 19 juin 1980, signée à Funchal le 18 mai 1992Vigueur","Loi no 95-90 du 30 janvier 1995 autorisant la ratification de la convention relative à l'adhésion du Royaume d'Espagne et de la République portugaise à la convention sur la loi applicable aux obligations contractuelles ouverte à la signature à Rome le 19 juin 1980, signée à Funchal le 18 mai 1992Vigueur"
Loi no 95-95 du 1 février 1995 de modernisation de l'agricultureVigueur,Loi no 95-95 du 1 février 1995 de modernisation de l'agricultureVigueur
Loi no 95-97 du 1 février 1995 étendant dans les territoires d'outre-mer certaines dispositions du code de la route et portant dispositions diverses relatives à l'outre-merVigueur,Loi no 95-97 du 1 février 1995 étendant dans les territoires d'outre-mer certaines dispositions du code de la route et portant dispositions diverses relatives à l'outre-merVigueur
Loi no 96-1 du 2 janvier 1996 d'habilitation relative à l'extension et à l'adaptation de la législation en matière pénale applicable aux territoires d'outre-mer et à MayotteVigueur,Loi no 96-1 du 2 janvier 1996 d'habilitation relative à l'extension et à l'adaptation de la législation en matière pénale applicable aux territoires d'outre-mer et à MayotteVigueur
"Loi no 96-1075 du 11 décembre 1996 d'habilitation relative à l'extension et à l'adaptation à la collectivité territoriale de Mayotte des dispositions législatives du titre Ier du livre VII du code de la santé publique, au statut du personnel et au financement de l'établissement public de santé territorial de Mayotte ainsi qu'à la réforme du statut de la caisse de prévoyance sociale (1)Vigueur","Loi no 96-1075 du 11 décembre 1996 d'habilitation relative à l'extension et à l'adaptation à la collectivité territoriale de Mayotte des dispositions législatives du titre Ier du livre VII du code de la santé publique, au statut du personnel et au financement de l'établissement public de santé territorial de Mayotte ainsi qu'à la réforme du statut de la caisse de prévoyance sociale (1)Vigueur"
Loi no 96-1076 du 11 décembre 1996 modifiant la loi no 75-535 du 30 juin 1975 relative aux institutions sociales et médico-sociales et tendant à assurer une prise en charge adaptée de l'autisme (1)Vigueur,Loi no 96-1076 du 11 décembre 1996 modifiant la loi no 75-535 du 30 juin 1975 relative aux institutions sociales et médico-sociales et tendant à assurer une prise en charge adaptée de l'autisme (1)Vigueur
Loi no 96-109 du 14 février 1996 relative aux relations financières avec l'étranger en ce qui concerne les investissements étrangers en FranceVigueur,Loi no 96-109 du 14 février 1996 relative aux relations financières avec l'étranger en ce qui concerne les investissements étrangers en FranceVigueur
Loi no 96-1093 du 16 décembre 1996 relative à l'emploi dans la fonction publique et à diverses mesures d'ordre statutaireVigueur,Loi no 96-1093 du 16 décembre 1996 relative à l'emploi dans la fonction publique et à diverses mesures d'ordre statutaireVigueur
Loi no 96-110 du 14 février 1996 relative à la prorogation de la suspension des poursuites engagées à l'encontre des rapatriés réinstallésVigueur,Loi no 96-110 du 14 février 1996 relative à la prorogation de la suspension des poursuites engagées à l'encontre des rapatriés réinstallésVigueur
Loi no 96-1106 du 18 décembre 1996 modifiant le code de la propriété intellectuelle en application de l'accord instituant l'Organisation mondiale du commerceVigueur,Loi no 96-1106 du 18 décembre 1996 modifiant le code de la propriété intellectuelle en application de l'accord instituant l'Organisation mondiale du commerceVigueur
Loi no 96-1107 du 18 décembre 1996 améliorant la protection des acquéreurs de lots de copropriétéVigueur,Loi no 96-1107 du 18 décembre 1996 améliorant la protection des acquéreurs de lots de copropriétéVigueur
Loi no 96-1111 du 19 décembre 1996 relative aux mesures en faveur du personnel militaire dans le cadre de la professionnalisation des arméesVigueur,Loi no 96-1111 du 19 décembre 1996 relative aux mesures en faveur du personnel militaire dans le cadre de la professionnalisation des arméesVigueur
Loi no 96-1139 du 26 décembre 1996 relative à la collecte et à l'élimination des cadavres d'animaux et des déchets d'abattoirs et modifiant le code ruralVigueur,Loi no 96-1139 du 26 décembre 1996 relative à la collecte et à l'élimination des cadavres d'animaux et des déchets d'abattoirs et modifiant le code ruralVigueur
Loi no 96-1143 du 26 décembre 1996 relative à la zone franche de Corse (1)Vigueur,Loi no 96-1143 du 26 décembre 1996 relative à la zone franche de Corse (1)Vigueur
Loi no 96-1160 du 27 décembre 1996 de financement de la sécurité sociale pour 1997Vigueur,Loi no 96-1160 du 27 décembre 1996 de financement de la sécurité sociale pour 1997Vigueur
Loi no 96-1181 du 30 décembre 1996 de finances pour 1997 (1)Vigueur,Loi no 96-1181 du 30 décembre 1996 de finances pour 1997 (1)Vigueur
Loi no 96-1182 du 30 décembre 1996 de finances rectificative pour 1996 (1)Vigueur,Loi no 96-1182 du 30 décembre 1996 de finances rectificative pour 1996 (1)Vigueur
Loi no 96-1235 du 30 décembre 1996 relative à la détention provisoire et aux perquisitions de nuit en matière de terrorismeVigueur,Loi no 96-1235 du 30 décembre 1996 relative à la détention provisoire et aux perquisitions de nuit en matière de terrorismeVigueur
Loi no 96-1236 du 30 décembre 1996 sur l'air et l'utilisation rationnelle de l'énergieVigueur,Loi no 96-1236 du 30 décembre 1996 sur l'air et l'utilisation rationnelle de l'énergieVigueur
Loi no 96-1237 du 30 décembre 1996 relative à l'Union des entreprises et des salariés pour le logementVigueur,Loi no 96-1237 du 30 décembre 1996 relative à l'Union des entreprises et des salariés pour le logementVigueur
Loi no 96-1238 du 30 décembre 1996 relative au maintien des liens entre frères et soeursVigueur,Loi no 96-1238 du 30 décembre 1996 relative au maintien des liens entre frères et soeursVigueur
"Loi no 96-1239 du 30 décembre 1996 autorisant la ratification du traité entre la République française et le Royaume d'Espagne relatif à la coopération transfrontalière entre collectivités territoriales, signé à Bayonne le 10 mars 1995Vigueur","Loi no 96-1239 du 30 décembre 1996 autorisant la ratification du traité entre la République française et le Royaume d'Espagne relatif à la coopération transfrontalière entre collectivités territoriales, signé à Bayonne le 10 mars 1995Vigueur"
Loi no 96-1240 du 30 décembre 1996 de ratification des ordonnances prises en matière pénale pour Mayotte et les territoires d'outre-merVigueur,Loi no 96-1240 du 30 décembre 1996 de ratification des ordonnances prises en matière pénale pour Mayotte et les territoires d'outre-merVigueur
"Loi no 96-1241 du 30 décembre 1996 relative à l'aménagement, la protection et la mise en valeur de la zone dite des cinquante pas géométriques dans les départements d'outre-mer (1).Vigueur","Loi no 96-1241 du 30 décembre 1996 relative à l'aménagement, la protection et la mise en valeur de la zone dite des cinquante pas géométriques dans les départements d'outre-mer (1).Vigueur"
Loi no 96-126 du 21 février 1996 portant création d'un fonds paritaire d'intervention en faveur de l'emploi (1)Vigueur,Loi no 96-126 du 21 février 1996 portant création d'un fonds paritaire d'intervention en faveur de l'emploi (1)Vigueur
"Loi no 96-127 du 21 février 1996 autorisant la ratification du protocole no 11 à la convention de sauvegarde des droits de l'homme et des libertés fondamentales, portant restructuration du mécanisme de contrôle établi par la convention (ensemble une annexe)Vigueur","Loi no 96-127 du 21 février 1996 autorisant la ratification du protocole no 11 à la convention de sauvegarde des droits de l'homme et des libertés fondamentales, portant restructuration du mécanisme de contrôle établi par la convention (ensemble une annexe)Vigueur"
Loi no 96-128 du 21 février 1996 autorisant la ratification du traité d'entente et de coopération entre la République française et l'UkraineVigueur,Loi no 96-128 du 21 février 1996 autorisant la ratification du traité d'entente et de coopération entre la République française et l'UkraineVigueur
"Loi no 96-130 du 21 février 1996 autorisant l'approbation de la convention relative au blanchiment, au dépistage, à la saisie et à la confiscation des produits du crime, faite à Strasbourg le 8 novembre 1990Vigueur","Loi no 96-130 du 21 février 1996 autorisant l'approbation de la convention relative au blanchiment, au dépistage, à la saisie et à la confiscation des produits du crime, faite à Strasbourg le 8 novembre 1990Vigueur"
Loi no 96-131 du 21 février 1996 autorisant l'approbation de l'accord international de 1994 sur le caféVigueur,Loi no 96-131 du 21 février 1996 autorisant l'approbation de l'accord international de 1994 sur le caféVigueur
Loi no 96-142 du 21 février 1996 relative à la partie Législative du code général des collectivités territoriales (1)Vigueur,Loi no 96-142 du 21 février 1996 relative à la partie Législative du code général des collectivités territoriales (1)Vigueur
Loi no 96-162 du 4 mars 1996 relative au supplément de loyer de solidaritéVigueur,Loi no 96-162 du 4 mars 1996 relative au supplément de loyer de solidaritéVigueur
Loi no 96-241 du 26 mars 1996 portant diverses dispositions relatives aux concours de l'Etat aux collectivités territoriales et aux mécanismes de solidarité financière entre collectivités territoriales (1)Vigueur,Loi no 96-241 du 26 mars 1996 portant diverses dispositions relatives aux concours de l'Etat aux collectivités territoriales et aux mécanismes de solidarité financière entre collectivités territoriales (1)Vigueur
Loi no 96-244 du 26 mars 1996 autorisant l'approbation de l'accord international de 1993 sur le cacao (ensemble trois annexes)Vigueur,Loi no 96-244 du 26 mars 1996 autorisant l'approbation de l'accord international de 1993 sur le cacao (ensemble trois annexes)Vigueur
Loi no 96-248 du 26 mars 1996 autorisant la ratification de la convention entre le Gouvernement de la République française et le Gouvernement de la République du Cameroun relative à la circulation et au séjour des personnes (1)Vigueur,Loi no 96-248 du 26 mars 1996 autorisant la ratification de la convention entre le Gouvernement de la République française et le Gouvernement de la République du Cameroun relative à la circulation et au séjour des personnes (1)Vigueur
Loi no 96-296 du 9 avril 1996 tendant à faire du 20 novembre une Journée nationale des droits de l'enfantVigueur,Loi no 96-296 du 9 avril 1996 tendant à faire du 20 novembre une Journée nationale des droits de l'enfantVigueur
Loi no 96-300 du 10 avril 1996 tendant à préciser la portée de l'incompatibilité entre la situation de candidat et la fonction de membre d'une association de financement électorale ou de mandataire financier (1)Vigueur,Loi no 96-300 du 10 avril 1996 tendant à préciser la portée de l'incompatibilité entre la situation de candidat et la fonction de membre d'une association de financement électorale ou de mandataire financier (1)Vigueur
Loi no 96-314 du 12 avril 1996 portant diverses dispositions d'ordre économique et financier *DDOEF* (1)Vigueur,Loi no 96-314 du 12 avril 1996 portant diverses dispositions d'ordre économique et financier *DDOEF* (1)Vigueur
Loi no 96-359 du 29 avril 1996 relative au trafic de stupéfiants en haute mer et portant adaptation de la législation française à l'article 17 de la convention des Nations unies contre le trafic illicite des stupéfiants et substances psychotropes faite à Vienne le 20 décembre 1988Vigueur,Loi no 96-359 du 29 avril 1996 relative au trafic de stupéfiants en haute mer et portant adaptation de la législation française à l'article 17 de la convention des Nations unies contre le trafic illicite des stupéfiants et substances psychotropes faite à Vienne le 20 décembre 1988Vigueur
Loi no 96-369 du 3 mai 1996 relative aux services d'incendie et de secoursVigueur,Loi no 96-369 du 3 mai 1996 relative aux services d'incendie et de secoursVigueur
Loi no 96-370 du 3 mai 1996 relative au développement du volontariat dans les corps de sapeurs-pompiers (1)Vigueur,Loi no 96-370 du 3 mai 1996 relative au développement du volontariat dans les corps de sapeurs-pompiers (1)Vigueur
Loi no 96-376 du 6 mai 1996 portant réforme du financement de l'apprentissage (1)Vigueur,Loi no 96-376 du 6 mai 1996 portant réforme du financement de l'apprentissage (1)Vigueur
Loi no 96-392 du 13 mai 1996 relative à la lutte contre le blanchiment et le trafic des stupéfiants et à la coopération internationale en matière de saisie et de confiscation des produits du crimeVigueur,Loi no 96-392 du 13 mai 1996 relative à la lutte contre le blanchiment et le trafic des stupéfiants et à la coopération internationale en matière de saisie et de confiscation des produits du crimeVigueur
Loi no 96-393 du 13 mai 1996 relative à la responsabilité pénale pour des faits d'imprudence ou de négligenceVigueur,Loi no 96-393 du 13 mai 1996 relative à la responsabilité pénale pour des faits d'imprudence ou de négligenceVigueur
"Loi no 96-425 du 17 mai 1996 autorisant l'approbation de la convention d'établissement entre le Gouvernement de la République française et le Gouvernement de la République du Congo, signée à Brazzaville le 31 juillet 1993 (ensemble un échange de lettres signées les 13 juillet 1994 et 17 mars 1995)Vigueur","Loi no 96-425 du 17 mai 1996 autorisant l'approbation de la convention d'établissement entre le Gouvernement de la République française et le Gouvernement de la République du Congo, signée à Brazzaville le 31 juillet 1993 (ensemble un échange de lettres signées les 13 juillet 1994 et 17 mars 1995)Vigueur"
Loi no 96-427 du 17 mai 1996 autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement du Royaume de Norvège portant sur le transport par gazoduc de gaz du plateau continental norvégien et d'autres secteurs vers la FranceVigueur,Loi no 96-427 du 17 mai 1996 autorisant l'approbation de l'accord entre le Gouvernement de la République française et le Gouvernement du Royaume de Norvège portant sur le transport par gazoduc de gaz du plateau continental norvégien et d'autres secteurs vers la FranceVigueur
"Loi no 96-432 du 22 mai 1996 portant adaptation de la législation française aux dispositions de la résolution 955 du Conseil de sécurité des Nations unies instituant un tribunal international en vue de juger les personnes présumées responsables d'actes de génocide ou d'autres violations graves du droit international humanitaire commis en 1994 sur le territoire du Rwanda et, s'agissant des citoyens rwandais, sur le territoire d'Etats voisinsVigueur","Loi no 96-432 du 22 mai 1996 portant adaptation de la législation française aux dispositions de la résolution 955 du Conseil de sécurité des Nations unies instituant un tribunal international en vue de juger les personnes présumées responsables d'actes de génocide ou d'autres violations graves du droit international humanitaire commis en 1994 sur le territoire du Rwanda et, s'agissant des citoyens rwandais, sur le territoire d'Etats voisinsVigueur"
"Loi no 96-452 du 28 mai 1996 portant diverses mesures d'ordre sanitaire, social et statutaire (1)Vigueur","Loi no 96-452 du 28 mai 1996 portant diverses mesures d'ordre sanitaire, social et statutaire (1)Vigueur"
Loi no 96-5 du 4 janvier 1996 modifiant la loi no 88-227 du 11 mars 1988 relative à la commission pour la transparence financière de la vie politique (1)Vigueur,Loi no 96-5 du 4 janvier 1996 modifiant la loi no 88-227 du 11 mars 1988 relative à la commission pour la transparence financière de la vie politique (1)Vigueur
Loi no 96-502 du 11 juin 1996 tendant à favoriser l'emploi par l'aménagement et la réduction conventionnels du temps de travail (1)Vigueur,Loi no 96-502 du 11 juin 1996 tendant à favoriser l'emploi par l'aménagement et la réduction conventionnels du temps de travail (1)Vigueur
Loi no 96-503 du 11 juin 1996 autorisant l'approbation de la convention entre le Gouvernement de la République française et le Gouvernement de l'Etat d'Israël en vue d'éviter les doubles impositions et de prévenir l'évasion et la fraude fiscales en matière d'impôts sur le revenu et sur la fortune (1)Vigueur,Loi no 96-503 du 11 juin 1996 autorisant l'approbation de la convention entre le Gouvernement de la République française et le Gouvernement de l'Etat d'Israël en vue d'éviter les doubles impositions et de prévenir l'évasion et la fraude fiscales en matière d'impôts sur le revenu et sur la fortune (1)Vigueur
Loi no 96-504 du 11 juin 1996 autorisant l'approbation de la convention entre le Gouvernement de la République française et le Gouvernement de la République islamique du Pakistan en vue d'éviter les doubles impositions et de prévenir l'évasion et la fraude fiscales en matière d'impôts sur le revenu (ensemble un protocole) (1)Vigueur,Loi no 96-504 du 11 juin 1996 autorisant l'approbation de la convention entre le Gouvernement de la République française et le Gouvernement de la République islamique du Pakistan en vue d'éviter les doubles impositions et de prévenir l'évasion et la fraude fiscales en matière d'impôts sur le revenu (ensemble un protocole) (1)Vigueur
Loi no 96-505 du 11 juin 1996 autorisant l'approbation de l'avenant (ensemble un échange de lettres) à l'accord du 25 juillet 1977 entre le Gouvernement de la République française et le Gouvernement de la République de Malte tendant à éviter les doubles impositions et à prévenir l'évasion fiscale en matière d'impôts sur le revenu (1)Vigueur,Loi no 96-505 du 11 juin 1996 autorisant l'approbation de l'avenant (ensemble un échange de lettres) à l'accord du 25 juillet 1977 entre le Gouvernement de la République française et le Gouvernement de la République de Malte tendant à éviter les doubles impositions et à prévenir l'évasion fiscale en matière d'impôts sur le revenu (1)Vigueur
"Loi no 96-506 du 11 juin 1996 autorisant l'approbation de l'avenant à la convention du 19 décembre 1980 entre le Gouvernement de la République française et le Gouvernement du Royaume de Norvège en vue d'éviter les doubles impositions, de prévenir l'évasion fiscale et d'établir des règles d'assistance administrative réciproque en matière d'impôts sur le revenu et sur la fortune (ensemble un protocole et un protocole additionnel), modifiée par l'avenant du 14 novembre 1984 (1)Vigueur","Loi no 96-506 du 11 juin 1996 autorisant l'approbation de l'avenant à la convention du 19 décembre 1980 entre le Gouvernement de la République française et le Gouvernement du Royaume de Norvège en vue d'éviter les doubles impositions, de prévenir l'évasion fiscale et d'établir des règles d'assistance administrative réciproque en matière d'impôts sur le revenu et sur la fortune (ensemble un protocole et un protocole additionnel), modifiée par l'avenant du 14 novembre 1984 (1)Vigueur"
Loi no 96-507 du 11 juin 1996 autorisant l'approbation de la convention entre le Gouvernement de la République française et le Gouvernement de la République bolivienne en vue d'éviter les doubles impositions en matière d'impôts sur le revenu et sur la fortune (ensemble un protocole) (1)Vigueur,Loi no 96-507 du 11 juin 1996 autorisant l'approbation de la convention entre le Gouvernement de la République française et le Gouvernement de la République bolivienne en vue d'éviter les doubles impositions en matière d'impôts sur le revenu et sur la fortune (ensemble un protocole) (1)Vigueur
Loi no 96-516 du 14 juin 1996 tendant à créer un Office parlementaire d'évaluation de la législationVigueur,Loi no 96-516 du 14 juin 1996 tendant à créer un Office parlementaire d'évaluation de la législationVigueur
Loi no 96-517 du 14 juin 1996 tendant à élargir les pouvoirs d'information du Parlement et à créer un Office parlementaire d'évaluation des politiques publiquesVigueur,Loi no 96-517 du 14 juin 1996 tendant à élargir les pouvoirs d'information du Parlement et à créer un Office parlementaire d'évaluation des politiques publiquesVigueur
Loi no 96-542 du 19 juin 1996 relative au contrôle de la fabrication et du commerce de certaines substances susceptibles d'être utilisées pour la fabrication illicite de stupéfiants ou de substances psychotropes (1)Vigueur,Loi no 96-542 du 19 juin 1996 relative au contrôle de la fabrication et du commerce de certaines substances susceptibles d'être utilisées pour la fabrication illicite de stupéfiants ou de substances psychotropes (1)Vigueur
Loi no 96-543 du 19 juin 1996 autorisant la ratification de la convention portant création du Programme régional océanien de l'environnementVigueur,Loi no 96-543 du 19 juin 1996 autorisant la ratification de la convention portant création du Programme régional océanien de l'environnementVigueur
Loi no 96-559 du 24 juin 1996 portant diverses mesures en faveur des associations (1)Vigueur,Loi no 96-559 du 24 juin 1996 portant diverses mesures en faveur des associations (1)Vigueur
Loi no 96-574 du 28 juin 1996 autorisant l'approbation du deuxième protocole en date du 6 octobre 1995 annexé à l'accord général sur le commerce des services (ensemble les listes d'engagements dont la traduction est annexée à la présente loi)Vigueur,Loi no 96-574 du 28 juin 1996 autorisant l'approbation du deuxième protocole en date du 6 octobre 1995 annexé à l'accord général sur le commerce des services (ensemble les listes d'engagements dont la traduction est annexée à la présente loi)Vigueur
Loi no 96-575 du 28 juin 1996 autorisant l'approbation du troisième protocole en date du 6 octobre 1995 annexé à l'accord général sur le commerce des services (ensemble les listes d'engagements dont la traduction est annexée à la présente loi)Vigueur,Loi no 96-575 du 28 juin 1996 autorisant l'approbation du troisième protocole en date du 6 octobre 1995 annexé à l'accord général sur le commerce des services (ensemble les listes d'engagements dont la traduction est annexée à la présente loi)Vigueur
Loi no 96-585 du 1 juillet 1996 portant modification de l'ordonnance no 45-174 du 2 février 1945 relative à l'enfance délinquanteVigueur,Loi no 96-585 du 1 juillet 1996 portant modification de l'ordonnance no 45-174 du 2 février 1945 relative à l'enfance délinquanteVigueur
Loi no 96-588 du 1 juillet 1996 sur la loyauté et l'équilibre des relations commercialesVigueur,Loi no 96-588 du 1 juillet 1996 sur la loyauté et l'équilibre des relations commercialesVigueur
Loi no 96-589 du 2 juillet 1996 relative à la programmation militaire pour les années 1997 à 2002Vigueur,Loi no 96-589 du 2 juillet 1996 relative à la programmation militaire pour les années 1997 à 2002Vigueur
"Loi no 96-590 du 2 juillet 1996 relative à la "" Fondation du patrimoine ""Vigueur","Loi no 96-590 du 2 juillet 1996 relative à la "" Fondation du patrimoine ""Vigueur"
Loi no 96-597 du 2 juillet 1996 de modernisation des activités financièresVigueur,Loi no 96-597 du 2 juillet 1996 de modernisation des activités financièresVigueur
"Loi no 96-598 du 3 juillet 1996 autorisant la ratification de l'accord euro-méditerranéen établissant une association entre la Communauté européenne et ses Etats membres, d'une part, et la République tunisienne, d'autre partVigueur","Loi no 96-598 du 3 juillet 1996 autorisant la ratification de l'accord euro-méditerranéen établissant une association entre la Communauté européenne et ses Etats membres, d'une part, et la République tunisienne, d'autre partVigueur"
Loi no 96-599 du 3 juillet 1996 autorisant l'adhésion de la République française à la convention sur la future coopération multilatérale dans les pêches de l'Atlantique du Nord-Ouest (ensemble trois annexes)Vigueur,Loi no 96-599 du 3 juillet 1996 autorisant l'adhésion de la République française à la convention sur la future coopération multilatérale dans les pêches de l'Atlantique du Nord-Ouest (ensemble trois annexes)Vigueur
Loi no 96-603 du 5 juillet 1996 relative au développement et à la promotion du commerce et de l'artisanatVigueur,Loi no 96-603 du 5 juillet 1996 relative au développement et à la promotion du commerce et de l'artisanatVigueur
Loi no 96-604 du 5 juillet 1996 relative à l'adoptionVigueur,Loi no 96-604 du 5 juillet 1996 relative à l'adoptionVigueur
Loi no 96-607 du 5 juillet 1996 relative à l'encouragement fiscal en faveur de la souscription de parts de copropriété de navires de commerce (1)Vigueur,Loi no 96-607 du 5 juillet 1996 relative à l'encouragement fiscal en faveur de la souscription de parts de copropriété de navires de commerce (1)Vigueur
Loi no 96-609 du 5 juillet 1996 portant dispositions diverses relatives à l'outre-merVigueur,Loi no 96-609 du 5 juillet 1996 portant dispositions diverses relatives à l'outre-merVigueur
Loi no 96-62 du 29 janvier 1996 prise pour l'application des dispositions de la loi constitutionnelle no 95-880 du 4 août 1995 qui ont institué une session parlementaire ordinaire unique et modifié le régime de l'inviolabilité parlementaireVigueur,Loi no 96-62 du 29 janvier 1996 prise pour l'application des dispositions de la loi constitutionnelle no 95-880 du 4 août 1995 qui ont institué une session parlementaire ordinaire unique et modifié le régime de l'inviolabilité parlementaireVigueur
Loi no 96-63 du 29 janvier 1996 en faveur du développement des emplois de services aux particuliers (1)Vigueur,Loi no 96-63 du 29 janvier 1996 en faveur du développement des emplois de services aux particuliers (1)Vigueur
Loi no 96-64 du 29 janvier 1996 autorisant la ratification du traité d'amitié et de coopération entre la République française et la République d'OuzbékistanVigueur,Loi no 96-64 du 29 janvier 1996 autorisant la ratification du traité d'amitié et de coopération entre la République française et la République d'OuzbékistanVigueur
Loi no 96-647 du 22 juillet 1996 tendant à renforcer la répression du terrorisme et des atteintes aux personnes dépositaires de l'autorité publique ou chargées d'une mission de service public et comportant des dispositions relatives à la police judiciaireVigueur,Loi no 96-647 du 22 juillet 1996 tendant à renforcer la répression du terrorisme et des atteintes aux personnes dépositaires de l'autorité publique ou chargées d'une mission de service public et comportant des dispositions relatives à la police judiciaireVigueur
Loi no 96-65 du 29 janvier 1996 autorisant l'approbation d'un accord entre la République française et la République d'Ouzbékistan sur la liberté de circulationVigueur,Loi no 96-65 du 29 janvier 1996 autorisant l'approbation d'un accord entre la République française et la République d'Ouzbékistan sur la liberté de circulationVigueur
Loi no 96-659 du 26 juillet 1996 de réglementation des télécommunicationsVigueur,Loi no 96-659 du 26 juillet 1996 de réglementation des télécommunicationsVigueur
Loi no 96-660 du 26 juillet 1996 relative à l'entreprise nationale France TélécomVigueur,Loi no 96-660 du 26 juillet 1996 relative à l'entreprise nationale France TélécomVigueur
"Loi no 96-87 du 5 février 1996 d'habilitation relative au statut général des fonctionnaires de la collectivité territoriale, des communes et des établissements publics de Mayotte (1)Vigueur","Loi no 96-87 du 5 février 1996 d'habilitation relative au statut général des fonctionnaires de la collectivité territoriale, des communes et des établissements publics de Mayotte (1)Vigueur"
Loi no 96-948 du 31 octobre 1996 autorisant l'approbation de la convention d'entraide judiciaire en matière pénale entre le Gouvernement de la République française et le Gouvernement de la République de CoréeVigueur,Loi no 96-948 du 31 octobre 1996 autorisant l'approbation de la convention d'entraide judiciaire en matière pénale entre le Gouvernement de la République française et le Gouvernement de la République de CoréeVigueur
"Loi no 96-985 du 12 novembre 1996 relative à l'information et à la consultation des salariés dans les entreprises et les groupes d'entreprises de dimension communautaire, ainsi qu'au développement de la négociation collective (1)Vigueur","Loi no 96-985 du 12 novembre 1996 relative à l'information et à la consultation des salariés dans les entreprises et les groupes d'entreprises de dimension communautaire, ainsi qu'au développement de la négociation collective (1)Vigueur"
Loi no 96-987 du 14 novembre 1996 relative à la mise en oeuvre du pacte de relance pour la villeVigueur,Loi no 96-987 du 14 novembre 1996 relative à la mise en oeuvre du pacte de relance pour la villeVigueur
Loi no 97-100 du 5 février 1997 autorisant l'approbation de l'accord sous forme d'échange de lettres entre le Gouvernement de la République française et le Gouvernement de la République argentine relatif à l'emploi des personnes à charge des membres des missions officielles d'un Etat dans l'autreVigueur,Loi no 97-100 du 5 février 1997 autorisant l'approbation de l'accord sous forme d'échange de lettres entre le Gouvernement de la République française et le Gouvernement de la République argentine relatif à l'emploi des personnes à charge des membres des missions officielles d'un Etat dans l'autreVigueur
Loi no 97-101 du 5 février 1997 autorisant la ratification de la convention relative à l'admission temporaire (ensemble cinq annexes)Vigueur,Loi no 97-101 du 5 février 1997 autorisant la ratification de la convention relative à l'admission temporaire (ensemble cinq annexes)Vigueur
Loi no 97-1019 du 28 octobre 1997 portant réforme du service nationalVigueur,Loi no 97-1019 du 28 octobre 1997 portant réforme du service nationalVigueur
Loi no 97-1026 du 10 novembre 1997 portant mesures urgentes à caractère fiscal et financier (1)Vigueur,Loi no 97-1026 du 10 novembre 1997 portant mesures urgentes à caractère fiscal et financier (1)Vigueur
Loi no 97-1027 du 10 novembre 1997 relative à l'inscription d'office des personnes âgées de dix-huit ans sur les listes électorales (1)Vigueur,Loi no 97-1027 du 10 novembre 1997 relative à l'inscription d'office des personnes âgées de dix-huit ans sur les listes électorales (1)Vigueur
